No,윈도우,prefix,전체 빈도,빈도 기반_예측,빈도 기반_신뢰도(%),빈도 기반_예측빈도,가중치 기반_예측,가중치 기반_신뢰도(%),가중치 기반_예측빈도,시뮬레이션 승률(%)
763,11,pbbppppbpb,164,b,54.88,164,b,65.19,3.1,-
764,11,pbbppppbpp,153,p,50.98,153,p,73.49,2.8,-
765,11,pbbpppppbb,123,p,52.03,123,p,77.31,1.7,-
766,11,pbbpppppbp,136,p,57.35,136,p,68.38,1.7,-
767,11,pbbppppppb,133,b,53.38,133,p,50.86,1.8,-
768,11,pbbppppppp,132,p,50.76,132,p,94.25,1.3,-
769,11,pbpbbbbbbb,154,p,53.9,154,b,59.25,1.6,-
770,11,pbpbbbbbbp,156,b,52.56,156,b,72.25,2.4,-
771,11,pbpbbbbbpb,148,p,55.41,148,p,79.9,2.4,0.0
772,11,pbpbbbbbpp,157,b,57.96,157,b,50.13,2.8,-
773,11,pbpbbbbpbb,154,p,53.25,154,p,53.29,2.9,-
774,11,pbpbbbbpbp,142,b,52.82,142,b,80.32,2.1,-
775,11,pbpbbbbppb,126,b,57.14,126,p,54.81,1.8,100.0
776,11,pbpbbbbppp,124,b,51.61,124,p,71.82,0.6,-
777,11,pbpbbbpbbb,157,p,50.96,157,p,56.88,3.0,-
778,11,pbpbbbpbbp,174,p,50,174,b,57.83,3.2,-
779,11,pbpbbbpbpb,150,b,52,150,b,52.6,2.9,66.7
780,11,pbpbbbpbpp,151,p,50.99,151,b,63.03,1.5,-
781,11,pbpbbbppbb,141,b,60.99,141,b,56.84,3.1,-
782,11,pbpbbbppbp,168,b,57.14,168,b,95.22,3.1,-
783,11,pbpbbbpppb,129,p,52.71,129,p,61.69,2.3,50.0
784,11,pbpbbbpppp,142,b,58.45,142,b,69.48,1.8,50.0
785,11,pbpbbpbbbb,163,p,58.9,163,b,51.46,2.5,0.0
786,11,pbpbbpbbbp,140,b,51.43,140,p,87.83,1.2,100.0
787,11,pbpbbpbbpb,163,p,50.92,163,p,73.26,2.6,-
788,11,pbpbbpbbpp,135,p,53.33,135,b,67.9,1.7,-
789,11,pbpbbpbpbb,140,b,58.57,140,b,64.85,2.7,100.0
790,11,pbpbbpbpbp,135,b,51.85,135,b,52.03,1.6,66.7
791,11,pbpbbpbppb,151,b,50.99,151,p,51.2,1.0,-
792,11,pbpbbpbppp,153,p,51.63,153,p,63.28,1.0,-
793,11,pbpbbppbbb,134,p,50,134,p,56.74,1.8,-
794,11,pbpbbppbbp,153,p,51.63,153,p,71.73,1.3,-
795,11,pbpbbppbpb,146,b,54.11,146,p,56.61,1.8,-
796,11,pbpbbppbpp,144,p,50.69,144,p,50.02,1.6,40.0
797,11,pbpbbpppbb,162,p,51.85,162,p,72.79,2.1,-
798,11,pbpbbpppbp,153,b,53.59,153,b,72.89,0.9,-
799,11,pbpbbppppb,148,b,50.68,148,b,67.95,1.5,-
800,11,pbpbbppppp,119,p,52.1,119,p,91.45,1.1,100.0
801,11,pbpbpbbbbb,163,p,50.92,163,b,59.31,1.9,-
802,11,pbpbpbbbbp,139,b,52.52,139,b,50.86,2.4,-
803,11,pbpbpbbbpb,166,b,55.42,166,b,68.1,3.0,100.0
804,11,pbpbpbbbpp,151,b,53.64,151,b,69.71,2.3,-
805,11,pbpbpbbpbb,157,b,52.87,157,p,96.03,1.1,0.0
806,11,pbpbpbbpbp,131,p,58.78,131,p,88.04,0.8,-
807,11,pbpbpbbppb,152,b,55.92,152,p,53.7,1.1,50.0
808,11,pbpbpbbppp,149,b,51.68,149,b,75.32,2.3,100.0
809,11,pbpbpbpbbb,151,p,51.66,151,p,74.66,3.0,-
810,11,pbpbpbpbbp,156,b,50.64,156,p,52.14,1.7,-
811,11,pbpbpbpbpb,134,b,52.99,134,b,50.03,1.9,100.0
812,11,pbpbpbpbpp,137,p,57.66,137,p,82.57,1.6,-
813,11,pbpbpbppbb,183,b,58.47,183,p,52.56,2.5,-
814,11,pbpbpbppbp,126,b,55.56,126,b,53.46,0.6,-
815,11,pbpbpbpppb,139,b,50.36,139,p,72.56,1.7,0.0
816,11,pbpbpbpppp,138,p,52.17,138,b,66.16,1.8,0.0
817,11,pbpbppbbbb,145,p,57.24,145,p,71.87,1.0,0.0
818,11,pbpbppbbbp,162,b,53.7,162,p,62.07,2.7,100.0
819,11,pbpbppbbpb,164,p,53.05,164,p,80.68,2.2,-
820,11,pbpbppbbpp,156,b,58.97,156,b,54.82,1.5,-
821,11,pbpbppbpbb,147,b,50.34,147,b,51.07,1.7,-
822,11,pbpbppbpbp,151,p,51.66,151,p,52.43,2.5,-
823,11,pbpbppbppb,135,b,57.04,135,p,56.12,1.1,-
824,11,pbpbppbppp,129,b,51.16,129,p,72.87,3.1,33.3
825,11,pbpbpppbbb,139,b,56.12,139,b,95,1.1,-
826,11,pbpbpppbbp,156,p,51.28,156,b,56.07,3.7,-
827,11,pbpbpppbpb,142,b,51.41,142,p,61.72,2.4,-
828,11,pbpbpppbpp,126,p,50.79,126,b,69,1.4,33.3
829,11,pbpbppppbb,153,b,54.25,153,b,71.3,2.0,-
830,11,pbpbppppbp,128,b,52.34,128,p,66.45,2.4,0.0
831,11,pbpbpppppb,121,p,51.24,121,b,67.15,0.2,0.0
832,11,pbpbpppppp,133,b,53.38,133,b,83.63,1.6,-
833,11,pbppbbbbbb,152,b,53.95,152,b,60.77,2.0,-
834,11,pbppbbbbbp,122,b,61.48,122,b,69.47,0.8,100.0
835,11,pbppbbbbpb,149,b,57.05,149,p,80.22,1.8,-
836,11,pbppbbbbpp,144,p,50,144,p,51.21,2.4,-
837,11,pbppbbbpbb,144,b,51.39,144,p,56.52,2.0,-
838,11,pbppbbbpbp,131,b,54.96,131,b,80.31,1.3,-
839,11,pbppbbbppb,137,b,51.82,137,b,58.84,2.0,-
840,11,pbppbbbppp,133,p,51.13,133,b,51.51,4.1,100.0
841,11,pbppbbpbbb,158,b,50.63,158,p,63.42,1.0,-
842,11,pbppbbpbbp,141,b,57.45,141,p,58.29,2.3,100.0
843,11,pbppbbpbpb,163,p,50.31,163,p,93.43,3.3,100.0
844,11,pbppbbpbpp,155,p,50.32,155,b,58.3,2.7,-
845,11,pbppbbppbb,162,p,54.94,162,p,50.3,1.4,-
846,11,pbppbbppbp,150,b,52,150,b,61.8,2.6,100.0
847,11,pbppbbpppb,141,b,53.19,141,b,74.16,2.1,-
848,11,pbppbbpppp,128,b,54.69,128,b,59.84,2.1,50.0
849,11,pbppbpbbbb,144,b,54.86,144,b,71.85,2.1,-
850,11,pbppbpbbbp,128,b,53.12,128,b,75.96,0.7,50.0
851,11,pbppbpbbpb,158,b,51.9,158,b,83.64,2.9,-
852,11,pbppbpbbpp,135,p,57.04,135,b,63.32,1.3,-
853,11,pbppbpbpbb,155,b,54.84,155,b,91.53,1.6,-
854,11,pbppbpbpbp,130,p,52.31,130,b,74.59,1.8,100.0
855,11,pbppbpbppb,158,b,52.53,158,p,67.98,2.8,-
856,11,pbppbpbppp,147,b,53.06,147,b,71.84,1.0,-
857,11,pbppbppbbb,138,b,55.07,138,p,58.92,1.3,-
858,11,pbppbppbbp,150,b,53.33,150,b,59.2,1.4,-
859,11,pbppbppbpb,143,b,53.85,143,p,58.31,1.9,100.0
860,11,pbppbppbpp,114,b,51.75,114,p,64.4,2.0,75.0
861,11,pbppbpppbb,143,b,55.24,143,b,69.86,2.6,-
862,11,pbppbpppbp,147,p,55.1,147,b,51.41,1.3,-
863,11,pbppbppppb,120,b,55,120,b,55.79,2.7,-
864,11,pbppbppppp,106,p,50.94,106,p,51.66,2.5,50.0
865,11,pbpppbbbbb,156,p,56.41,156,p,55.19,2.5,-
866,11,pbpppbbbbp,154,p,51.95,154,p,54.07,4.3,-
867,11,pbpppbbbpb,140,p,50,140,p,66.8,3.4,-
868,11,pbpppbbbpp,127,p,57.48,127,p,93.29,1.0,66.7
869,11,pbpppbbpbb,134,b,50,134,p,53.68,2.7,-
870,11,pbpppbbpbp,151,b,54.3,151,b,55.37,3.5,-
871,11,pbpppbbppb,139,b,54.68,139,p,56.36,2.9,100.0
872,11,pbpppbbppp,144,p,56.25,144,b,50.42,1.6,-
873,11,pbpppbpbbb,140,p,53.57,140,p,57.29,2.6,-
874,11,pbpppbpbbp,139,b,51.8,139,p,71.77,1.4,-
875,11,pbpppbpbpb,131,p,52.67,131,p,87.73,1.3,-
876,11,pbpppbpbpp,142,p,54.23,142,b,70.28,3.3,75.0
877,11,pbpppbppbb,138,p,52.17,138,p,60.35,2.8,-
878,11,pbpppbppbp,123,b,54.47,123,p,65.46,1.0,100.0
879,11,pbpppbpppb,147,p,55.1,147,b,61.41,2.6,-
880,11,pbpppbpppp,125,b,50.4,125,p,88.61,1.6,-
881,11,pbppppbbbb,150,b,54.67,150,b,57.92,3.1,50.0
882,11,pbppppbbbp,137,b,53.28,137,b,55.24,1.8,-
883,11,pbppppbbpb,155,p,58.71,155,b,53.52,2.1,-
884,11,pbppppbbpp,128,p,51.56,128,p,68.69,1.4,0.0
885,11,pbppppbpbb,142,p,52.82,142,p,58.66,2.8,-
886,11,pbppppbpbp,130,b,56.15,130,b,88.96,1.5,-
887,11,pbppppbppb,131,p,52.67,131,p,88.06,1.9,50.0
888,11,pbppppbppp,123,p,56.91,123,p,88.19,5.3,100.0
889,11,pbpppppbbb,125,b,52.8,125,b,56.53,1.1,-
890,11,pbpppppbbp,142,b,50,142,p,63.17,2.1,-
891,11,pbpppppbpb,149,b,58.39,149,b,76.51,0.6,-
892,11,pbpppppbpp,118,p,54.24,118,p,64.7,3.4,-
893,11,pbppppppbb,125,b,51.2,125,p,68.07,2.7,100.0
894,11,pbppppppbp,130,b,56.15,130,b,52.75,2.2,-
895,11,pbpppppppb,134,b,53.73,134,b,70.54,2.3,-
896,11,pbpppppppp,126,b,53.17,126,p,85.45,2.3,-
