윈도우,prefix,전체 빈도,빈도 기반_예측,빈도 기반_신뢰도(%),빈도 기반_예측빈도,가중치 기반_예측,가중치 기반_신뢰도(%),가중치 기반_예측빈도,시뮬레이션 승률(%)
11,pbpbpbbppb,109,b,60.55,109,b,62.74,2.8,50.0
11,pbpbpbbppp,110,p,50,110,p,53.63,2.5,100.0
11,pbpbpbpbbb,111,b,50.45,111,p,56.79,1.6,-
11,pbpbpbpbbp,115,b,54.78,115,b,62.01,3.3,-
11,pbpbpbpbpb,96,b,53.12,96,b,62.52,0.8,100.0
11,pbpbpbpbpp,100,p,57,100,p,70.8,0.7,-
11,pbpbpbppbb,143,b,61.54,143,p,73.77,2.0,-
11,pbpbpbppbp,87,b,51.72,87,p,73.64,1.3,-
11,pbpbpbpppb,104,p,50,104,p,65.39,1.7,0.0
11,pbpbpbpppp,100,p,54,100,p,67.89,1.1,0.0
11,pbpbppbbbb,121,p,56.2,121,b,56.48,2.1,0.0
11,pbpbppbbbp,128,b,56.25,128,b,56.63,1.3,100.0
11,pbpbppbbpb,132,p,52.27,132,b,76.54,1.6,-
11,pbpbppbbpp,121,b,57.02,121,b,60.34,3.5,-
11,pbpbppbpbb,112,p,51.79,112,b,52.16,2.5,-
11,pbpbppbpbp,95,b,50.53,95,b,65.3,0.7,-
11,pbpbppbppb,103,b,63.11,103,p,68.54,3.0,-
11,pbpbppbppp,88,b,53.41,88,p,70.6,2.2,33.3
11,pbpbpppbbb,106,b,55.66,106,b,71,1.5,-
11,pbpbpppbbp,122,p,50,122,b,50.78,2.5,-
11,pbpbpppbpb,99,b,56.57,99,b,66.94,2.9,-
11,pbpbpppbpp,94,p,51.06,94,p,58.12,1.9,33.3
11,pbpbppppbb,119,b,50.42,119,p,73.1,4.1,-
11,pbpbppppbp,97,b,53.61,97,b,94.15,1.6,0.0
11,pbpbpppppb,96,p,51.04,96,p,68.4,1.8,0.0
11,pbpbpppppp,105,p,50.48,105,b,64.05,3.7,-
11,pbppbbbbbb,125,b,55.2,125,b,66.53,1.6,-
11,pbppbbbbbp,98,b,62.24,98,p,98.34,2.6,100.0
11,pbppbbbbpb,125,b,59.2,125,b,57.73,3.1,-
11,pbppbbbbpp,117,b,52.14,117,b,61.56,0.9,-
11,pbppbbbpbb,114,b,54.39,114,b,52.78,2.3,-
11,pbppbbbpbp,111,b,54.95,111,p,70.47,2.0,-
11,pbppbbbppb,101,b,54.46,101,b,69.42,1.6,-
11,pbppbbbppp,99,p,50.51,99,b,87.7,2.0,100.0
11,pbppbbpbbb,120,b,54.17,120,b,62.17,3.0,-
11,pbppbbpbbp,110,b,60,110,b,84.47,1.4,100.0
11,pbppbbpbpb,127,b,54.33,127,b,61.44,2.1,100.0
11,pbppbbpbpp,119,b,55.46,119,b,51.76,0.7,-
11,pbppbbppbb,129,p,53.49,129,p,79.75,2.4,-
11,pbppbbppbp,115,b,53.04,115,p,53.72,2.8,100.0
11,pbppbbpppb,108,b,51.85,108,p,69.37,1.1,-
11,pbppbbpppp,99,b,53.54,99,b,58.61,3.1,50.0
11,pbppbpbbbb,105,b,51.43,105,b,79.69,2.2,-
11,pbppbpbbbp,100,p,50,100,b,56.44,3.4,50.0
11,pbppbpbbpb,123,p,52.03,123,b,75.91,2.8,-
11,pbppbpbbpp,105,p,58.1,105,b,59.32,3.0,-
11,pbppbpbpbb,115,b,53.91,115,p,50.09,1.4,-
11,pbppbpbpbp,97,p,51.55,97,b,58.28,1.2,100.0
11,pbppbpbppb,117,b,57.26,117,p,53.03,4.1,-
11,pbppbpbppp,114,p,50.88,114,p,71.21,3.5,-
11,pbppbppbbb,108,b,56.48,108,b,63.87,2.8,-
11,pbppbppbbp,116,b,54.31,116,b,74.7,1.4,-
11,pbppbppbpb,107,b,54.21,107,b,56,3.3,100.0
11,pbppbppbpp,84,b,57.14,84,b,73.13,1.9,75.0
11,pbppbpppbb,110,b,57.27,110,b,74.66,1.5,-
11,pbppbpppbp,104,p,60.58,104,b,54.21,3.6,-
11,pbppbppppb,98,b,55.1,98,b,53.79,2.6,-
11,pbppbppppp,73,p,50.68,73,b,60.51,1.1,50.0
11,pbpppbbbbb,121,p,56.2,121,p,77.97,1.7,-
11,pbpppbbbbp,111,b,51.35,111,p,58.82,3.8,-
11,pbpppbbbpb,106,b,50.94,106,b,69.84,2.1,-
11,pbpppbbbpp,97,p,54.64,97,p,60.48,2.6,66.7
11,pbpppbbpbb,102,b,51.96,102,b,66.06,1.8,-
11,pbpppbbpbp,115,b,60,115,b,60.91,0.5,-
11,pbpppbbppb,100,b,59,100,b,52.96,3.4,100.0
11,pbpppbbppp,109,p,53.21,109,p,72.74,2.7,-
11,pbpppbpbbb,98,p,54.08,98,p,81.53,1.9,-
11,pbpppbpbbp,106,b,50.94,106,b,51.17,2.3,-
11,pbpppbpbpb,98,p,52.04,98,b,55.1,3.7,-
11,pbpppbpbpp,95,p,55.79,95,p,74.5,2.6,75.0
11,pbpppbppbb,104,p,50,104,b,65.78,2.3,-
11,pbpppbppbp,92,b,56.52,92,b,78.33,3.4,100.0
11,pbpppbpppb,113,p,57.52,113,b,55.56,2.4,-
11,pbpppbpppp,93,b,55.91,93,p,78.95,2.9,-
11,pbppppbbbb,124,b,57.26,124,b,51.68,3.6,50.0
11,pbppppbbbp,110,b,51.82,110,b,72.17,1.8,-
11,pbppppbbpb,121,p,57.85,121,p,60.61,3.1,-
11,pbppppbbpp,101,p,50.5,101,p,69.13,2.4,0.0
11,pbppppbpbb,102,p,51.96,102,p,62.9,2.8,-
11,pbppppbpbp,98,b,54.08,98,b,65.14,1.4,-
11,pbppppbppb,97,p,52.58,97,b,73.25,2.4,50.0
11,pbppppbppp,91,p,53.85,91,p,61.48,1.6,100.0
11,pbpppppbbb,96,b,52.08,96,p,51,1.9,-
11,pbpppppbbp,104,b,50,104,p,81.9,1.7,-
11,pbpppppbpb,117,b,63.25,117,b,56.29,2.0,-
11,pbpppppbpp,84,p,53.57,84,p,89.6,1.6,-
11,pbppppppbb,92,b,58.7,92,p,68.15,2.0,100.0
11,pbppppppbp,108,b,57.41,108,b,70.28,3.8,-
11,pbpppppppb,114,p,50,114,b,60.2,1.4,-
11,pbpppppppp,94,b,54.26,94,p,57.37,1.6,-
